id,https://www.bonanza.com/booths/,booth_id,seller_id,featured_category_id,profit_estimate,value_em,created_at,first_sale,DaysToSale,Days as User,profit_per_day,orders,d_per_order,source_em,city,state,country,items_for_sale,view_count,offers,conversion_rate,membership_level,feedback,rate,rating
17178894,https://www.bonanza.com/booths/2815646,2815646,17178894,58058,15170.17,WHALE,7/31/2015,2015-08-19,19,"1,236",$12.27,2276,$6.67,4,Austin,TX,US,34,543,56,10.31%,3,308.00,14%,4.93
73288,https://www.bonanza.com/booths/35931,35931,73288,0,348.04,SEA_BASS,4/12/2018,2018-04-19,7,250,$1.39,381,$0.91,,Canyon Country,CA,US,384,223,0,0.00%,0,33.00,9%,4.97
9131417,https://www.bonanza.com/booths/3499012,1759455,9131417,12576,569.85,DOLPHIN,8/4/2014,2014-09-02,29,"1,597",$0.60,81,$10.02,0,Pompano Beach,Florida,US,9771,2036,2,1.17%,0,2.00,5%,1.00
32833993,https://www.bonanza.com/booths/4384941,4384941,32833993,0,6.29,MINNOW,7/5/2017,2018-08-13,404,531,$0.01,6,$1.05,4,Tullahoma,TN,US,115,359,2,0.56%,0,0.00,0%,NULL
30348991,https://www.bonanza.com/booths/4090167,4090167,30348991,0,-1.45,MINNOW,11/28/2017,2018-03-15,107,385,$0.00,3,-$0.48,4,Bronx,New York,US,74,159,3,1.89%,0,0.00,0%,NULL
8345861,https://www.bonanza.com/booths/1611977,1611977,8345861,0,7.66,MINNOW,1/22/2014,2014-02-10,19,"1,791",$0.00,75,$0.10,4,Grobogan,Central Java,ID,3,4482,16,0.36%,0,8.00,11%,3.75
18800657,https://www.bonanza.com/booths/2883326,2883326,18800657,267,90.49,SEA_BASS,4/10/2018,2018-07-25,106,252,$0.36,194,$0.47,4,Madison Heights,VA,US,93,66,3,4.55%,0,12.00,6%,3.00
18774756,https://www.bonanza.com/booths/4262928,2881043,18774756,11700,1005.77,DOLPHIN,5/17/2016,2017-02-07,266,945,$0.01,136,$1.50,3,Englewood,FL,US,578,943,8,1.11%,0,9.00,0%,3.00
19268556,https://www.bonanza.com/booths/2920220,2920220,19268556,11450,3168.92,DOLPHIN,3/29/2017,2017-04-28,30,629,$5.04,1110,$2.85,22,dallas,TX,US,12993,4083,62,1.52%,0,72.00,6%,4.00
26604819,https://www.bonanza.com/booths/3652408,3652408,26604819,281,6391.31,WHALE,8/9/2018,2018-09-13,35,131,$48.79,186,$34.36,4,New York,NY,US,8320,6410,18,0.28%,5,17.00,9%,4.53
26052948,https://www.bonanza.com/booths/3580626,3580626,26052948,12576,996.65,DOLPHIN,8/9/2018,2018-08-16,7,131,$7.61,58,$17.18,22,Farwell,MI,US,828,760,0,0.00%,2,6.00,10%,4.67
14927231,https://www.bonanza.com/booths/2626789,2626789,14927231,0,-110.66,MINNOW,12/22/2014,2015-01-23,32,"1,457",-$0.08,81,-$1.37,,Altagracia de Orituco,TX,VE,487,823,5,0.61%,0,8.00,10%,5.00
26957892,https://www.bonanza.com/booths/3637566,3692334,26957892,11700,-83.75,MINNOW,8/8/2017,2017-11-19,103,497,$0.35,21,$2.55,4,Arvada,CO,US,1876,363,4,1.27%,0,2.00,1%,5.00
19683927,https://www.bonanza.com/booths/3701233,2954222,19683927,11700,140.66,SEA_BASS,7/13/2016,2016-07-19,6,888,$0.10,139,$4.18,,Sugar Land,TX,US,188,578,8,2.70%,0,9.00,14%,3.22
35834001,https://www.bonanza.com/booths/3371642,4680735,35834001,0,-26.74,MINNOW,11/18/2018,2018-12-03,15,30,$0.02,4,$0.09,4,PLANTATION,FL,US,29445,6992,4,0.38%,3,0.00,0%,NULL
1094748,https://www.bonanza.com/booths/229782,229782,1094748,260,-526.18,SEA_BASS,5/11/2015,2018-03-10,"1,034","1,317",-$0.40,403,-$1.31,,Phoenix,AZ,US,5136,1410,10,0.71%,0,104.00,26%,4.96
80884,https://www.bonanza.com/booths/38408,38408,80884,11450,154.98,MINNOW,9/2/2015,2015-09-17,15,"1,203",$0.13,108,$1.44,,Buford,GA,US,532,185,0,0.00%,0,14.00,13%,5.00
5975381,https://www.bonanza.com/booths/1163651,1163651,5975381,12576,16.38,MINNOW,12/12/2016,2017-05-24,163,736,$0.02,16,$1.02,4,PEABODY,MA,US,39,1,0,0.00%,0,2.00,13%,1.00
25702328,https://www.bonanza.com/booths/3536073,3536073,25702328,11450,28.12,MINNOW,10/12/2017,2017-11-18,37,432,$0.07,28,$1.00,4,Suzhou,Jiangsu,CN,185,130,1,0.77%,0,0.00,0%,NULL
20678619,https://www.bonanza.com/booths/3035409,3035409,20678619,11450,464.59,SEA_BASS,8/31/2017,2017-10-01,31,474,$0.98,163,$2.85,4,upland,CA,US,37,417,2,0.48%,0,8.00,5%,3.63
32539209,https://www.bonanza.com/booths/4362368,4362368,32539209,0,1946.22,DOLPHIN,2/1/2018,2018-08-09,189,320,$6.08,274,$7.10,4,HO CHI MINH,HO CHI MINH,VN,1,608,37,6.09%,3,25.00,9%,4.40
10457268,https://www.bonanza.com/booths/2971351,2971351,10457268,12576,399.75,DOLPHIN,10/15/2018,2018-10-16,1,64,$6.25,20,$19.99,3,Longueuil,Québec,CA,955,94,0,0.00%,0,2.00,10%,3.00
23592649,https://www.bonanza.com/booths/3285354,3285354,23592649,999000,1445.68,DOLPHIN,3/22/2017,2017-04-05,14,636,$2.27,2436,$0.59,0,HCM,CO,VN,11,370,48,12.97%,0,317.00,13%,4.86
33119982,https://www.bonanza.com/booths/4412176,4412176,33119982,0,168.2,MINNOW,8/29/2016,2016-09-11,13,841,$0.20,7,$24.03,0,NEW DELHI,DELHI,IN,686,135,0,0.00%,1,0.00,0%,NULL
18595533,https://www.bonanza.com/booths/2866506,2866506,18595533,0,62.99,MINNOW,3/31/2017,2017-04-10,10,627,$0.10,29,$2.17,4,Norwood,NC,US,346,144,1,0.69%,0,4.00,14%,5.00
25402931,https://www.bonanza.com/booths/3521125,3521125,25402931,64482,80.73,SEA_BASS,1/10/2018,2018-01-17,7,342,$0.24,151,$0.53,8,Hanover,PA,US,873,428,9,2.10%,0,21.00,14%,4.90
21460542,https://www.bonanza.com/booths/3092307,3092307,21460542,281,584.88,DOLPHIN,4/18/2016,2016-08-21,125,974,$0.60,56,$10.44,4,istanbul,Istanbul,TR,82,436,3,0.69%,0,15.00,27%,3.73
34141611,https://www.bonanza.com/booths/4514784,4514784,34141611,99,42.9,MINNOW,9/14/2015,2015-09-21,7,"1,191",$0.04,11,$3.90,0,MCALLEN,TX,US,52,170,1,0.59%,0,3.00,27%,5.00
26987086,https://www.bonanza.com/booths/3695601,3695601,26987086,11450,97.88,DOLPHIN,9/27/2015,2018-06-15,992,"1,178",$0.08,48,$2.04,16,Keizer,OR,US,2250,304,3,0.99%,0,1.00,2%,5.00
14925740,https://www.bonanza.com/booths/3871230,2626477,14925740,293,2670.11,SEA_BASS,11/4/2015,2015-11-06,2,"1,140",$0.12,686,$1.47,4,Ningbo,Zhejiang,CN,2145,621,5,0.39%,3,37.00,9%,3.32
13433225,https://www.bonanza.com/booths/2436960,2436960,13433225,11450,174.01,SEA_BASS,10/31/2018,2018-11-24,24,48,$3.63,217,$0.80,,Bremerton,WA,US,276,72,1,1.39%,0,17.00,8%,5.00
26232727,https://www.bonanza.com/booths/3603904,3603904,26232727,11700,1808.73,DOLPHIN,11/3/2018,2018-11-15,12,45,$40.19,39,$46.38,7,Santa Fe Springs,CA,US,22,885,5,0.56%,2,3.00,8%,1.00
31527155,https://www.bonanza.com/booths/4277302,4277302,31527155,0,43.25,MINNOW,5/2/2017,2017-05-07,5,595,$0.07,8,$5.41,4,Azle,TX,US,655,291,0,0.00%,0,1.00,13%,5.00
1058565,https://www.bonanza.com/booths/3290476,222332,1058565,11233,1832.75,DOLPHIN,5/1/2011,2011-07-18,78,"2,788",$0.19,573,$3.57,4,Dickson,TN,US,826,534,2,0.04%,0,75.00,6%,4.97
8620019,https://www.bonanza.com/booths/2000175,2000175,8620019,6028,1450.14,DOLPHIN,10/9/2018,2018-11-15,37,70,$20.72,455,$3.19,4,Richardson,TX,US,472,2128,42,1.97%,0,49.00,11%,4.51
1260528,https://www.bonanza.com/booths/3539441,271244,1260528,26395,-37.08,SEA_BASS,8/12/2011,2015-10-05,"1,515","2,685",$5.07,303,$6.74,,Beaumont,California,US,266,734,6,0.84%,0,24.00,8%,3.88
10400215,https://www.bonanza.com/booths/1980097,1980097,10400215,281,1020.51,MINNOW,7/14/2017,2017-08-17,34,522,$1.96,43,$23.73,0,Tokyo,Tokyo,JP,33,499,0,0.00%,2,7.00,16%,4.71
15143885,https://www.bonanza.com/booths/2649922,2649922,15143885,0,1423.98,DOLPHIN,3/25/2018,2018-06-06,73,268,$5.31,109,$13.06,,Palisades Park,NJ,US,38917,1654,2,0.12%,3,4.00,4%,3.00
12579065,https://www.bonanza.com/booths/2322779,2322779,12579065,11450,40.45,SEA_BASS,3/4/2017,2017-03-26,22,654,$0.06,191,$0.21,,South Pasadena,CA,US,284,501,3,0.60%,0,15.00,8%,4.73
16627997,https://www.bonanza.com/booths/2774271,2774271,16627997,11450,24.79,MINNOW,5/30/2018,2018-07-23,54,202,$0.12,48,$0.52,3,Valrico,FL,US,1624,166,1,0.60%,0,4.00,8%,5.00
34771340,https://www.bonanza.com/booths/3208057,4573660,34771340,11450,299.98,SEA_BASS,9/21/2018,2018-10-11,22,706,$1.82,19,$3.76,0,Celestine,In,US,1648,444,7,1.80%,2,0.00,3%,NULL
11485880,https://www.bonanza.com/booths/3173618,2138859,11485880,11116,115.88,SEA_BASS,2/17/2015,2015-02-18,1,"1,400",$0.96,228,$2.50,3,Los Angeles,CA,US,1727,2760,3,0.87%,0,26.00,7%,4.65
32375369,https://www.bonanza.com/booths/4343110,4343110,32375369,0,42.91,MINNOW,1/8/2013,2013-03-14,65,"2,170",$0.02,10,$4.29,4,Tampa,Fl,US,9,90,1,1.11%,0,1.00,10%,1.00
13068991,https://www.bonanza.com/booths/2393673,2393673,13068991,11450,251.12,DOLPHIN,12/5/2016,2017-02-18,75,743,$0.34,65,$3.86,4,Holland,Michigan,US,499,398,7,1.76%,0,4.00,6%,4.00
21744472,https://www.bonanza.com/booths/3115428,3115428,21744472,1,1020.47,SEA_BASS,9/17/2015,2016-04-17,213,"1,188",$0.86,330,$3.09,0,orlando,FL - Florida,US,691,167,4,2.40%,1,30.00,9%,4.53
692296,https://www.bonanza.com/booths/144605,144605,692296,0,484.09,MINNOW,8/20/2017,2017-10-06,47,485,$1.00,215,$2.25,,Cote Saint Luc,QC,CA,576,33,0,0.00%,0,6.00,3%,4.33
32047989,https://www.bonanza.com/booths/4309821,4309821,32047989,20081,421.64,SEA_BASS,10/7/2018,2018-11-01,25,72,$5.86,26,$16.22,0,Roorkee,Uttarakhand,IN,239,668,6,0.90%,0,2.00,8%,4.50
23990023,https://www.bonanza.com/booths/3331637,3331637,23990023,0,520.74,SEA_BASS,9/12/2015,2015-09-30,18,"1,193",$0.44,82,$6.35,7,Lancaster,Pennsylvania,US,53,379,16,4.22%,2,21.00,26%,5.00
14052845,https://www.bonanza.com/booths/2514808,2514808,14052845,11450,177.51,SEA_BASS,9/19/2016,2018-04-29,587,820,$0.22,217,$0.82,,ShenZhen,GuangDong,CN,336,83,0,0.00%,0,14.00,6%,3.43
28675539,https://www.bonanza.com/booths/3888249,3888249,28675539,0,711.59,MINNOW,1/30/2010,2010-02-16,17,"3,244",$0.22,20,$35.58,4,Absecon,NJ,US,4,167,3,1.80%,2,2.00,10%,5.00
29718833,https://www.bonanza.com/booths/4004314,4004314,29718833,26395,75.41,MINNOW,4/6/2018,2018-05-01,25,256,$0.29,13,$5.80,0,Fort Lauderdale,Florida,US,337,190,1,0.53%,0,2.00,15%,2.50
4890919,https://www.bonanza.com/booths/931611,931611,4890919,26395,594.34,MINNOW,8/14/2016,2016-08-26,12,856,$0.69,168,$3.54,,Alhambra,CA,US,28,16,0,0.00%,0,15.00,9%,4.73
13832081,https://www.bonanza.com/booths/1686041,2488343,13832081,11233,757.11,SEA_BASS,8/18/2015,2015-09-17,30,"1,218",$2.75,160,$3.40,,Montgomery,Il,US,34178,487,1,0.26%,0,18.00,5%,4.67
29373245,https://www.bonanza.com/booths/3967672,3967672,29373245,0,156.05,SEA_BASS,3/7/2013,2013-03-22,15,"2,112",$0.07,85,$1.84,0,Thungkhru,Bangkok,TH,136,424,12,2.83%,0,7.00,8%,4.43
20900390,https://www.bonanza.com/booths/3054486,3054486,20900390,12576,669.15,MINNOW,12/7/2017,2017-12-17,10,376,$1.78,35,$19.12,22,Buford,GA,US,106,6,0,0.00%,0,1.00,3%,5.00
11060421,https://www.bonanza.com/booths/3729454,2079978,11060421,0,277.71,MINNOW,1/10/2015,2016-10-21,650,"1,438",$0.31,69,$17.90,0,bourbonnais,il,US,728,772,6,1.07%,1,5.00,4%,5.00
8205893,https://www.bonanza.com/booths/4153593,1597831,8205893,11700,1540.77,MINNOW,6/2/2014,2014-06-30,28,"1,660",$0.08,99,$5.48,4,Linden,NJ,US,68,18,2,0.10%,0,6.00,4%,5.00
76132,https://www.bonanza.com/booths/37036,37036,76132,11450,451.31,DOLPHIN,2/7/2018,2018-03-03,24,314,$1.44,192,$2.35,4,Nyack,NY,US,1731,719,6,0.83%,0,16.00,8%,4.56
29015324,https://www.bonanza.com/booths/3929415,3929415,29015324,11700,45.73,MINNOW,10/4/2015,2016-02-28,147,"1,171",$0.04,12,$3.81,4,Newton,North Carolina,US,31,19,0,0.00%,0,0.00,0%,NULL
869811,https://www.bonanza.com/booths/3690459,181362,869811,888,1855.08,SEA_BASS,1/12/2011,2012-08-22,588,"2,897",$2.54,372,$8.83,4,Ocala,FL,US,65,91,0,3.32%,0,26.00,3%,4.62
464387,https://www.bonanza.com/booths/103960,103960,464387,619,1132.06,DOLPHIN,9/27/2018,2018-10-02,5,82,$13.81,185,$6.12,4,New York,NY,US,2136,2666,2,0.08%,0,18.00,10%,4.44
30905182,https://www.bonanza.com/booths/4158067,4170308,30905182,0,13.21,MINNOW,3/1/2018,2018-03-03,2,292,$1.17,10,$7.78,4,Ashville,Ny,US,333,148,2,0.31%,0,1.00,2%,5.00
20245842,https://www.bonanza.com/booths/3000017,3000017,20245842,0,79.52,MINNOW,5/15/2016,2016-06-01,17,947,$0.08,36,$2.21,5,North Miami Beach,FL,US,356,85,2,2.35%,0,7.00,19%,4.14
34979505,https://www.bonanza.com/booths/4596349,4596349,34979505,0,-9.79,DOLPHIN,4/29/2018,2018-05-19,20,233,-$0.04,36,-$0.27,16,Senoia,GA,US,12076,2207,37,1.68%,0,0.00,0%,NULL
26155591,https://www.bonanza.com/booths/3593603,3593603,26155591,11700,123.82,MINNOW,7/6/2018,2018-07-15,9,165,$0.75,39,$3.17,4,Los Angeles,CA,US,10,43,0,0.00%,0,1.00,3%,5.00
30493011,https://www.bonanza.com/booths/4112965,4112965,30493011,11450,411.91,SEA_BASS,10/12/2018,2018-11-26,45,67,$6.15,33,$12.48,0,Lawrence,MA,US,1531,313,3,0.96%,2,3.00,9%,3.67
23278397,https://www.bonanza.com/booths/3248343,3248343,23278397,11700,431.48,MINNOW,4/22/2016,2016-05-28,36,970,$0.44,39,$11.06,3,Dalton,GA,US,318,60,0,0.00%,0,1.00,3%,5.00
14937951,https://www.bonanza.com/booths/2627970,2627970,14937951,58058,169.36,MINNOW,11/30/2009,2017-05-11,"2,719","3,305",$0.05,56,$3.02,,Shenzhen,DC,CN,11072,249,1,0.40%,0,3.00,5%,4.33
23603529,https://www.bonanza.com/booths/3286846,3286846,23603529,11700,360.17,DOLPHIN,12/26/2014,2016-05-05,496,"1,453",$0.25,89,$4.05,4,San Antonio,TX,US,626,2362,18,0.76%,0,6.00,7%,4.33
9984208,https://www.bonanza.com/booths/1923821,1923821,9984208,11450,712.19,MINNOW,1/6/2018,2018-02-11,36,346,$2.06,242,$2.94,4,Linville,NC,US,390,452,9,1.99%,2,6.00,2%,5.00
15759774,https://www.bonanza.com/booths/2694555,2694555,15759774,11450,197.45,MINNOW,12/30/2016,2017-02-06,38,718,$0.28,40,$4.94,3,Long Beach,CA,US,3427,100,1,1.00%,0,0.00,0%,NULL
20081816,https://www.bonanza.com/booths/2987189,2987189,20081816,99,330.35,SEA_BASS,10/12/2018,2018-11-15,34,67,$4.93,212,$1.56,,K. NEYROKOPI (DRAMA),Makedonia Thraki,GR,156,211,4,1.90%,0,88.00,42%,4.89
28960295,https://www.bonanza.com/booths/1073329,3923108,28960295,0,28.57,SEA_BASS,11/19/2017,2017-11-30,11,394,$10.33,49,$11.40,0,New York,New York,US,8,26,0,1.15%,0,1.00,13%,3.00
35502970,https://www.bonanza.com/booths/4642276,4642276,35502970,11700,-4.05,DOLPHIN,2/1/2011,2011-04-11,69,"2,877",$0.00,7,-$0.58,0,Porto,Gaia,PT,159,397,3,0.76%,2,1.00,14%,5.00
14207231,https://www.bonanza.com/booths/2535564,2535564,14207231,11700,1295.37,MINNOW,12/15/2017,2018-02-25,72,368,$3.52,43,$30.12,,guangzhou,Sichuan,CN,241,137,1,0.73%,0,7.00,16%,4.43
29027660,https://www.bonanza.com/booths/3930851,3930851,29027660,870,56.26,MINNOW,9/7/2017,2017-10-25,48,467,$0.12,26,$2.16,0,Independence,MO,US,567,122,1,0.82%,0,3.00,12%,5.00
35933993,https://www.bonanza.com/booths/4692732,4692732,35933993,0,0,MINNOW,8/22/2014,2014-08-29,7,"1,579",$0.00,1,$0.00,4,Porter,TX,US,1,5,1,20.00%,0,0.00,0%,NULL
25353447,https://www.bonanza.com/booths/3491273,3491273,25353447,0,82.49,MINNOW,10/14/2017,2017-10-24,10,430,$0.19,16,$5.16,8,Winter Haven,FL,US,115,53,0,0.00%,0,2.00,13%,5.00
253535,https://www.bonanza.com/booths/76496,76496,253535,11450,397.63,MINNOW,6/6/2017,2017-09-26,112,560,$0.71,97,$4.10,,Carson,CA,US,1100,365,0,0.00%,0,9.00,9%,3.89
25660685,https://www.bonanza.com/booths/3530837,3530837,25660685,11450,379.54,DOLPHIN,1/11/2018,2018-01-30,19,341,$1.11,59,$6.43,8,BROOKLYN,NY,US,2553,1560,1,0.06%,0,2.00,3%,5.00
35272965,https://www.bonanza.com/booths/4623077,4623077,35272965,0,8.05,SEA_BASS,5/24/2018,2018-06-03,10,208,$0.04,7,$1.15,0,Brownsville,Texas,US,295,337,4,1.19%,0,0.00,0%,NULL
14894024,https://www.bonanza.com/booths/2621869,2621869,14894024,64482,395.19,SEA_BASS,2/7/2013,2014-02-06,364,"2,140",$0.18,173,$2.28,8,Spokane,WA,US,1167,255,2,0.78%,0,8.00,5%,4.75
34756,https://www.bonanza.com/booths/18280,18280,34756,281,1175.22,SEA_BASS,2/14/2018,2018-02-23,9,307,$3.83,445,$2.64,4,Arnold,MD,US,1317,60,1,1.67%,0,55.00,12%,4.85
11707043,https://www.bonanza.com/booths/2174662,2174662,11707043,1,63.74,MINNOW,6/25/2015,2015-06-30,5,"1,272",$0.05,31,$2.06,,Holly,MI,US,416,101,0,0.00%,0,12.00,39%,5.00
28193153,https://www.bonanza.com/booths/3826756,3826756,28193153,26395,346.34,MINNOW,5/28/2017,2017-06-09,12,569,$0.61,19,$18.23,2,Albuquerque,New Mexico,US,656,136,0,0.00%,1,3.00,16%,5.00
16186031,https://www.bonanza.com/booths/2735177,2735177,16186031,0,788.26,DOLPHIN,7/28/2018,2018-08-25,28,143,$5.51,846,$0.93,4,Baker,TX,US,1087,329,9,2.74%,0,36.00,4%,4.17
458966,https://www.bonanza.com/booths/2454466,103293,458966,26395,1520.28,DOLPHIN,4/27/2010,2015-01-15,"1,724","3,157",$0.04,158,$2.86,3,San Antonio,TX,US,1042,562,1,3.13%,1,13.00,2%,4.23
9663041,https://www.bonanza.com/booths/1866385,1866385,9663041,11700,-41.69,MINNOW,3/4/2013,2013-04-14,41,"2,115",-$0.02,108,-$0.39,4,Campbell,MO,US,1201,923,7,0.76%,0,6.00,6%,5.00
19409,https://www.bonanza.com/booths/12185,12185,19409,1,2226.25,SEA_BASS,10/4/2016,2017-07-04,273,805,$2.77,1974,$1.13,,Seattle,WA,US,149,208,1,0.48%,0,448.00,23%,4.69
424281,https://www.bonanza.com/booths/98861,98861,424281,11700,2641.17,DOLPHIN,12/30/2016,2018-04-02,458,718,$3.68,682,$3.87,,Las Vegas,NV,US,235,949,3,0.32%,0,85.00,12%,4.22
24396860,https://www.bonanza.com/booths/3379937,3379937,24396860,220,-2.72,MINNOW,3/14/2018,2018-04-19,36,279,-$0.01,16,-$0.17,16,Forest Park,IL,US,1033,2116,3,0.14%,0,0.00,0%,NULL
6960353,https://www.bonanza.com/booths/1361259,1361259,6960353,0,508.83,SEA_BASS,8/19/2018,2018-09-28,40,121,$4.21,246,$2.07,,Los Angeles,California,US,140,103,0,0.00%,0,24.00,10%,4.42
30564397,https://www.bonanza.com/booths/4122772,4122772,30564397,0,-11.32,SEA_BASS,7/9/2017,2017-10-12,95,527,-$0.02,32,-$0.35,0,Meung,Sanmotsakorn,TH,10657,3673,4,0.11%,0,4.00,13%,4.00
33946310,https://www.bonanza.com/booths/3380103,4497566,33946310,550,344.15,SEA_BASS,8/6/2018,2018-09-17,42,134,$2.32,19,$9.13,0,Saco,Me,US,696,1097,10,0.33%,2,3.00,6%,5.00
28314164,https://www.bonanza.com/booths/3290000,3840865,28314164,6028,82.61,MINNOW,10/16/2017,2018-06-13,240,428,$5.50,25,$20.65,4,guangzhou,guangdong,CN,380,443,3,0.60%,0,4.00,11%,3.75
27994171,https://www.bonanza.com/booths/3807702,3807702,27994171,11450,152.41,MINNOW,2/2/2015,2015-03-02,28,"1,415",$0.11,15,$10.16,0,Suwanee,GA,US,93,97,1,1.03%,0,0.00,0%,NULL
13439044,https://www.bonanza.com/booths/2437920,2437920,13439044,0,-1.87,MINNOW,1/20/2018,2018-04-08,78,332,-$0.01,43,-$0.04,4,Cape Coral,FL,US,59,145,1,0.69%,0,1.00,2%,5.00
30652517,https://www.bonanza.com/booths/4135688,4135688,30652517,0,465.64,DOLPHIN,4/5/2017,2017-04-25,20,622,$0.75,153,$3.04,4,North Lauderdale,FL,US,7,180,13,7.22%,0,29.00,19%,4.62
9516977,https://www.bonanza.com/booths/1836953,1836953,9516977,26395,821.4,SEA_BASS,4/29/2018,2018-05-06,7,233,$3.53,201,$4.09,,Perry,GA,US,18,102,0,0.00%,0,15.00,7%,4.33
26087138,https://www.bonanza.com/booths/3585157,3585157,26087138,0,93.61,SEA_BASS,9/4/2018,2018-09-09,5,105,$0.89,184,$0.51,0,北京,北京,CN,6057,825,1,0.12%,0,8.00,4%,3.88
19133185,https://www.bonanza.com/booths/2909216,2909216,19133185,0,11.18,MINNOW,12/31/2016,2017-01-15,15,717,$0.02,10,$1.12,,Warrensville Hts,Ohio,US,636,423,0,0.00%,0,0.00,0%,NULL
15959024,https://www.bonanza.com/booths/3766930,3766930,15959024,0,-11.46,SEA_BASS,9/17/2011,2012-01-06,111,"2,649",$0.00,39,-$0.29,4,Mont-Saint-Gregoire,Québec,CA,717,564,10,1.77%,0,3.00,8%,3.67
22257417,https://www.bonanza.com/booths/4286451,3157659,22257417,0,111.29,MINNOW,12/10/2016,2017-02-07,59,738,$0.01,66,$0.91,16,Altamonte Springs,FL,US,54,25,0,0.00%,0,6.00,27%,5.00
9769294,https://www.bonanza.com/booths/1886574,1886574,9769294,281,24.23,MINNOW,5/5/2017,2018-10-22,535,592,$0.04,112,$0.22,,guangzhou,44,CN,247,110,2,1.82%,0,10.00,9%,3.60
24290745,https://www.bonanza.com/booths/312740,3366635,24290745,11450,49.69,MINNOW,3/22/2017,2017-03-27,31,"2,563",-$1.49,42,-$8.48,2,McDonough,GA,US,2003,2264,2,0.00%,0,1.00,8%,5.00
5941987,https://www.bonanza.com/booths/1153071,1153071,5941987,26395,1141.7,SEA_BASS,11/25/2017,2017-12-18,23,388,$2.94,237,$4.82,,Walnut,CA,US,105,262,3,1.15%,2,21.00,9%,4.43
8315563,https://www.bonanza.com/booths/1607801,1607801,8315563,281,152.86,MINNOW,6/16/2010,2010-08-02,47,"3,107",$0.05,48,$3.18,,Brunswick,ME,US,1329,146,5,3.42%,0,6.00,13%,5.00
24924146,https://www.bonanza.com/booths/3678253,3678253,24924146,11700,0,MINNOW,3/15/2016,2016-03-29,14,"1,008",$0.00,3,$0.00,8,Omaha,NE,US,5084,368,1,0.27%,0,0.00,0%,NULL
767385,https://www.bonanza.com/booths/161769,161769,767385,0,931.54,SEA_BASS,4/19/2014,2017-10-25,"1,285","1,704",$0.55,773,$1.21,3,Chino,CA,US,193,358,2,0.56%,0,88.00,11%,4.91
31049199,https://www.bonanza.com/booths/4348753,4188445,31049199,0,102.36,SEA_BASS,3/9/2018,2018-03-20,11,284,$0.24,42,$1.67,4,New Smyrna Beach,Florida,US,417,821,8,0.40%,0,8.00,8%,4.50
18419856,https://www.bonanza.com/booths/2852571,2852571,18419856,220,20.29,MINNOW,7/24/2018,2018-08-01,8,147,$0.14,47,$0.43,3,Sherwood Park,Alberta,CA,1988,117,1,0.85%,0,13.00,28%,3.23
11565179,https://www.bonanza.com/booths/2849320,2150066,11565179,293,98.39,MINNOW,2/24/2015,2015-03-07,11,"1,393",$0.12,1010,$0.55,4,Townsend,TN,US,618,656,19,5.12%,0,2.00,16%,5.00
11697252,https://www.bonanza.com/booths/2173120,2173120,11697252,1,434.59,MINNOW,9/27/2018,2018-10-03,6,82,$5.30,80,$5.43,4,Clearwater,Florida,US,455,454,0,0.00%,0,11.00,14%,4.64
8088697,https://www.bonanza.com/booths/4170222,1576713,8088697,11700,102.55,SEA_BASS,5/23/2014,2014-06-03,11,"1,670",$0.02,177,$2.53,4,Washington,D.C.,US,184,575,2,4.31%,0,16.00,18%,4.75
31412245,https://www.bonanza.com/booths/4232933,4232933,31412245,26395,45.28,MINNOW,11/12/2018,2018-11-15,3,36,$1.26,19,$2.38,0,Haskovo,Haskovo,BG,157,361,1,0.28%,0,0.00,0%,NULL
20315945,https://www.bonanza.com/booths/2152781,3007161,20315945,0,41.12,MINNOW,8/19/2016,2016-10-18,60,851,$0.43,41,$1.52,4,Jacksonville,FL,US,105,188,3,0.75%,0,2.00,5%,1.00
33988056,https://www.bonanza.com/booths/4501295,4501295,33988056,0,-6.07,SEA_BASS,3/7/2016,2016-04-27,51,"1,016",-$0.01,21,-$0.29,16,nickerson,KS,US,454,385,5,1.30%,0,2.00,10%,1.00
33334349,https://www.bonanza.com/booths/2360229,4435559,33334349,0,134.45,SEA_BASS,7/6/2018,2018-07-18,12,165,-$2.93,17,-$12.73,4,Webster,ny,US,4,235,4,0.00%,0,1.00,13%,5.00
14943239,https://www.bonanza.com/booths/2629405,2629405,14943239,0,-14.2,MINNOW,5/5/2015,2015-05-30,25,"1,323",-$0.01,42,-$0.34,3,Strawberry Plains,TN,US,501,229,0,0.00%,0,3.00,7%,5.00
15807881,https://www.bonanza.com/booths/2698008,2698008,15807881,11450,1399.04,SEA_BASS,10/13/2018,2018-10-23,10,66,$21.20,111,$12.60,,Concord,NC,US,5543,3157,1,0.03%,2,13.00,12%,4.92
22026340,https://www.bonanza.com/booths/3137929,3137929,22026340,11700,268.44,SEA_BASS,2/17/2016,2016-03-19,31,"1,035",$0.26,80,$3.36,0,Johnson City,TN,US,95,59,1,1.69%,0,1.00,1%,5.00
24637995,https://www.bonanza.com/booths/3410493,3410493,24637995,281,1944.17,WHALE,3/4/2018,2018-07-12,130,289,$6.73,137,$14.19,4,Madison,CT,US,439,1516,8,0.53%,0,14.00,10%,4.71
