seller_id,user_name,profit_estimate,value_em,user_created,booth_created,days_as_user,first_sale,days_to_sale,country,state,city,committed,year_sales,year_amount,year_fvf,items_for_sale,sales,source_em,entry_source_em,inventory_source_em,entry_url,entry_query
31559117,xtracom_dk,-1,minnow,4/7/18,4/7/18,0.82,,NaN,DK,,Gråsten,TRUE,0,0,0,0,0,ebay,,,,
31570306,MamaGoodShop,0,minnow,4/8/18,4/8/18,0.81,,NaN,US,FL,jacksonville,FALSE,0,0,0,0,0,bing,,,,
31618335,SwedishExpert,141,minnow,4/10/18,4/10/18,0.81,6/20/18,71,US,FL,Hollywood,TRUE,5,1436,156.54,18,5,google_text_ad,,,,
31669846,jbp53,0,minnow,4/13/18,4/13/18,0.8,,NaN,US,TX,San Antonio,TRUE,0,0,0,0,0,organic,,ebay,,
31697324,schoppix,0,minnow,4/15/18,4/15/18,0.79,,NaN,US,IL,Aurora,FALSE,0,0,0,0,0,google_text_ad,,,,
31739752,bonzuser_fdrwp,-1,minnow,4/17/18,4/17/18,0.79,5/22/18,35,LT,,Kaisiadorys,FALSE,1,134.27,1.86,0,1,direct,,ebay,,
31744338,Daytona_Bikers_Wear,28,minnow,4/18/18,4/18/18,0.79,4/24/18,6,US,FL,Daytona Beach Shores,TRUE,15,461.44,46.9,688,15,direct,,ebay,,
31744834,HitchRite,60,minnow,4/18/18,4/18/18,0.79,7/22/18,95,US,FL,Haines City,TRUE,8,1253.88,81.08,99,8,search_seller_targeted,,amazon,,
31746857,k13protek,1710,dolphin,4/18/18,4/18/18,0.79,4/24/18,6,US,IN,indianapolis,TRUE,143,22493.88,1778.91,702,143,direct,,ebay,,
31751722,Yupbizauto_USA,147,dolphin,4/18/18,4/18/18,0.79,4/23/18,5,US,CA,City of Industry,TRUE,25,1571.38,228.13,1784,25,organic,,ebay,,
31797594,ten10keys,11,minnow,4/21/18,4/21/18,0.78,5/5/18,14,US,CA,Patterson,TRUE,9,234.77,20.7,30,9,organic,,,,
31863478,MVB_Vinyl,23,minnow,4/24/18,4/24/18,0.77,6/19/18,56,US,FL,Brooksville,TRUE,15,214.77,35.73,136,15,organic,,ebay,,
31881207,BocaDecals,-1,minnow,4/25/18,4/25/18,0.77,5/23/18,28,US,FL,Boca Raton,TRUE,4,254.97,16.43,72,4,shopping,,ebay,,
31886372,Dynodaze,0,minnow,4/25/18,4/25/18,0.77,,NaN,GB,,Nuneaton,TRUE,0,0,0,0,0,search_seller_targeted,,ebay,,
31906760,Best_Diesel,-31,minnow,4/26/18,4/26/18,0.76,8/1/18,97,US,TN,Rockwood,TRUE,4,554.85,41.74,452,4,shopping,,ebay,,
31934261,Auto_EPC_Catalog,0,minnow,4/27/18,4/27/18,0.76,10/1/18,157,AE,,Sharjah,TRUE,1,25,0,0,1,direct,,,,
31988520,PAULS_PARTS,0,minnow,4/30/18,4/30/18,0.75,,NaN,US,UT,Ogden,FALSE,0,0,0,0,0,google_text_ad,,,,
32019665,EuropeanAuto,146,whale,5/1/18,5/1/18,0.75,6/27/18,57,US,CA,Rancho Cordova,TRUE,14,2834.97,245.15,12840,14,organic,,ebay,,
32058855,Bikestrippers,629,whale,5/3/18,5/3/18,0.75,5/6/18,3,US,FL,Melbourne,TRUE,150,16244.53,1426.1,13680,150,organic,,ebay,,
32078227,goldwing1500se,77,sea_bass,5/4/18,5/4/18,0.74,5/7/18,3,US,FL,Miami,TRUE,38,1699.47,135.17,876,37,bing,,ebay,,
32081570,chernowitz,0,minnow,5/4/18,5/4/18,0.74,,NaN,US,AL,anchorage,TRUE,0,0,0,197,0,shopping,,ebay,,
32193628,doubelmenfootwear,-20,minnow,5/10/18,5/12/18,0.72,5/17/18,5,ID,,bandung,TRUE,4,1535.1,103.4,0,4,direct,,ebay,,
32197861,richmondperformance,11,dolphin,5/10/18,5/10/18,0.73,5/22/18,12,US,MI,Detroit,TRUE,10,922.48,119.92,1877,10,google_text_ad,,ebay,,
32210845,brandedliquidations,27,minnow,5/11/18,5/11/18,0.72,5/20/18,9,US,TN,Chattanooga,FALSE,8,762.15,33.8,0,8,direct,,ebay,,
32213818,TowUniverse,160,minnow,5/11/18,9/19/18,0.36,,NaN,US,PA,Mechanicsburg,TRUE,0,0,0,2358,0,direct,,csv,,
32235182,Lizajulie72,0,minnow,5/12/18,5/12/18,0.72,,NaN,US,IL,Naperville,FALSE,0,0,0,0,0,google_text_ad,,ebay,,
32273461,SkeetersSpeedShop,0,minnow,5/14/18,5/14/18,0.72,,NaN,US,SC,West Columbia,FALSE,0,0,0,0,0,direct,,,,
32281286,ThiV7,0,minnow,5/14/18,5/14/18,0.72,,NaN,VN,,Ho CHi Minh,TRUE,0,0,0,0,0,direct,6,csv,Direct,
32281662,ThiT15,-1,minnow,5/14/18,5/14/18,0.72,9/8/18,117,VN,,Ho CHi Minh,FALSE,1,13.62,0.5,0,1,direct,6,csv,Direct,
32291346,bonzuser_difly,47,dolphin,5/15/18,5/15/18,0.71,6/8/18,24,TH,,Bangyai,TRUE,7,1024.07,60.55,2092,7,organic,0,ebay,Direct,agathacycle
32303905,FlyingKite_Decals,1,minnow,5/15/18,5/15/18,0.71,6/17/18,33,US,PR,Naranjito,FALSE,1,14.99,1.35,0,1,direct,,ebay,,
32308584,DEVELS_RACER,-1,minnow,5/16/18,5/16/18,0.71,,NaN,PK,,LAHORE,TRUE,0,0,0,0,0,direct,,,,
32371806,fabulosus,0,minnow,5/19/18,5/19/18,0.7,,NaN,US,PA,Bryn Mawr,FALSE,0,0,0,0,0,direct,,,,
32372395,uniquefloormats,-5,dolphin,5/19/18,5/19/18,0.7,,NaN,US,FL,North Miami,FALSE,0,0,0,0,0,direct,,ebay,,
32381599,PassiveDevices,-7,minnow,5/19/18,5/19/18,0.7,,NaN,US,CA,Fremont,TRUE,0,0,0,58,0,direct,,ebay,,
32406557,DannyM628,0,minnow,5/21/18,5/21/18,0.7,,NaN,US,SC,Rock Hill,FALSE,0,0,0,0,0,google_text_ad,,ebay,,
32412329,aleggert52,0,minnow,5/21/18,5/21/18,0.7,,NaN,SV,,Zacatecoluca,TRUE,0,0,0,30,0,google_text_ad,,ebay,,
32474655,AllComputerResources,0,whale,5/24/18,5/24/18,0.69,6/29/18,36,US,FL,Miami,FALSE,1,69.19,2.42,0,1,organic,,ebay,,
32480410,BicycleEngineParts,0,minnow,5/24/18,5/24/18,0.69,,NaN,US,NV,Las Vegas,FALSE,0,0,0,0,0,direct,,,,
32509642,m_franck,0,minnow,5/26/18,5/26/18,0.68,8/9/18,75,US,FL,Royal Palm Beach,FALSE,1,1223.8,55.86,0,1,organic,,,,
32546785,westcoastturbo,452,dolphin,5/28/18,5/28/18,0.68,7/14/18,47,US,CA,Grand Terrace,TRUE,16,5253.09,427.86,13,16,direct,,ebay,,
32569115,Widow1972,2,minnow,5/29/18,5/29/18,0.67,8/24/18,87,US,MI,Garden City,TRUE,7,52.61,4.86,0,7,google_text_ad,,ebay,,
32584676,DecalDestination,0,minnow,5/30/18,5/30/18,0.67,,NaN,US,FL,Wesley Chapel,FALSE,0,0,0,0,0,organic,,,,
32612687,bulldogboyb,6,minnow,6/1/18,6/1/18,0.67,8/19/18,79,US,GA,Rome,FALSE,4,794.73,91.44,0,4,bing,,ebay,,
32665263,bonzuser_ilesy,0,minnow,6/4/18,6/4/18,0.66,6/21/18,17,US,CA,Sacramento,TRUE,3,205.97,11.06,0,3,direct,,,,
32670772,bonzuser_amjdr,0,minnow,6/4/18,6/4/18,0.66,,NaN,US,FL,MIAMI,TRUE,0,0,0,0,0,direct,6,ebay,Direct,pants
32726907,CFAS,0,minnow,6/6/18,6/6/18,0.65,,NaN,US,NC,Asheville,FALSE,0,0,0,0,0,organic,,ebay,,
32738776,Garysauto77,0,minnow,6/6/18,6/6/18,0.65,,NaN,US,MI,Menominee,TRUE,0,0,0,44,0,direct,,ebay,,
32753717,gjmcombo,8,minnow,6/7/18,6/7/18,0.65,9/11/18,96,US,CA,Paso Robles,TRUE,2,319.97,27.9,361,2,direct,,ebay,,
32787576,Buds_Auto_Parts,0,minnow,6/8/18,6/8/18,0.65,,NaN,US,OH,philo,TRUE,0,0,0,0,0,google_text_ad,,,,
32845734,Heritage_Auto_Parts,485,whale,6/11/18,6/11/18,0.64,6/20/18,9,US,AL,Mobile,TRUE,117,15116.64,1363.85,37101,116,direct,,ebay,,
32867433,GFX,51,dolphin,6/12/18,6/12/18,0.64,7/30/18,48,US,FL,Miami,TRUE,12,988.17,60.3,1391,12,direct,,ebay,,
32870218,David_Keehner,0,minnow,6/12/18,6/12/18,0.64,,NaN,GB,,"Isleham, Ely",FALSE,0,0,0,0,0,organic,,ebay,,
32870663,MegaDeal247,-8,minnow,6/12/18,6/13/18,0.63,8/20/18,68,LT,,Vilnius,TRUE,2,7.48,1.42,412,2,direct,0,ebay,Direct,
32872858,General_Enterprises,-55,minnow,6/12/18,6/12/18,0.64,,NaN,US,OR,Bend,TRUE,0,0,0,93,0,direct,6,csv,https://www.google.com/,alternatives to ebay
32877383,Exclusiveturbos,-38,minnow,6/12/18,6/12/18,0.64,,NaN,US,FL,Oviedo,TRUE,0,0,0,49,0,direct,5,,https://www.google.com/,
32890338,K_MOTOR,53,minnow,6/13/18,6/13/18,0.63,7/30/18,47,US,CA,Santa Maria,TRUE,15,970,107.56,212,15,organic,,ebay,,
32892445,PEPO2000,0,minnow,6/13/18,6/13/18,0.63,,NaN,US,FL,Kissimmee,FALSE,0,0,0,0,0,bing,,,,
32940548,Jaguar_specialist_,4,minnow,6/15/18,6/16/18,0.62,7/9/18,23,GB,,Gorleston,TRUE,2,151.59,4.97,177,2,bing,,ebay,,
32998984,Shopping365_24,-12,minnow,6/19/18,6/19/18,0.62,10/4/18,107,DE,,Essen,FALSE,7,110.15,12.6,0,7,direct,,csv,,
33012338,H2OWERKZUSA,0,minnow,6/19/18,6/19/18,0.62,,NaN,US,CA,Azusa,TRUE,0,0,0,0,0,organic,6,api,Direct,Selling websites
33042671,wheelsideal,0,minnow,6/21/18,6/21/18,0.61,,NaN,US,TX,Conroe,FALSE,0,0,0,0,0,organic,,ebay,,
33095969,ToanV6,67,sea_bass,6/24/18,6/28/18,0.59,7/12/18,14,VN,,Hung Yen,FALSE,56,2034.7,354.48,0,56,direct,1,csv,Direct,
33114096,DMKantiques,4,minnow,6/25/18,6/26/18,0.6,10/20/18,116,US,GA,Lawrenceville,TRUE,2,234.78,19.34,268,2,direct,1,ebay,Direct,
33136751,rushingtom,1060,dolphin,6/26/18,6/26/18,0.6,7/16/18,20,US,FL,Doral,TRUE,108,5646.34,1017.77,2955,108,shopping,2,ebay,https://www.google.com/,
33145579,My_Safety_Belts_Inc_,0,minnow,6/26/18,6/26/18,0.6,,NaN,US,MA,Westfield,FALSE,0,0,0,0,0,organic,-1,ebay,https://www.google.com/,
33178596,chrono2001,0,minnow,6/28/18,6/28/18,0.59,,NaN,US,MI,Livonia,FALSE,0,0,0,0,0,organic,3,ebay,Direct,Redit
33224610,TopDawgDallas,-1,minnow,6/30/18,6/30/18,0.59,,NaN,US,TX,Dallas,TRUE,0,0,0,151,0,organic,6,ebay,Direct,
33237565,Dasarima,39,minnow,7/1/18,7/1/18,0.58,,NaN,US,CA,Bell,TRUE,0,0,0,0,0,google_text_ad,6,ebay,Direct,
33301927,EUROPART333,55,sea_bass,7/4/18,7/4/18,0.58,7/27/18,23,US,CA,Chino Hills,TRUE,22,1357.9,92.81,74,22,organic,5,ebay,https://www.google.com/,
33317832,VettePartsUSA_,0,minnow,7/5/18,7/5/18,0.57,,NaN,US,VA,Norfolk,FALSE,0,0,0,0,0,search_seller_targeted,-1,ebay,Direct,
33339357,Drisgone,0,minnow,7/6/18,7/6/18,0.57,,NaN,ID,,Rantepao,FALSE,0,0,0,0,0,organic,6,,Direct,i search marketplace on google
33349777,Daywot,0,minnow,7/7/18,7/7/18,0.57,,NaN,US,HI,Honolulu,TRUE,0,0,0,189,0,google_text_ad,1,ebay,https://www.google.com/,Online selling
33379085,Parts786,2,minnow,7/9/18,7/9/18,0.56,7/21/18,12,AE,,Dubai,TRUE,14,1219.49,143.61,0,14,affiliate,6,ebay,Direct,
33381868,Heritage_Aftermarket,157,dolphin,7/9/18,7/9/18,0.56,7/27/18,18,US,AL,Mobile,FALSE,5,261.02,23.48,0,5,direct,-1,ebay,Direct,
33384825,austin_imports,67,dolphin,7/9/18,7/9/18,0.56,7/18/18,9,US,TX,San Marcos,TRUE,33,4876.01,368.21,2627,33,organic,2,ebay,https://www.google.com/,www.ecommercebytes.com
33397719,ningbosongming,60,sea_bass,7/10/18,7/10/18,0.56,7/16/18,6,CN,,Ningbo,TRUE,30,1218.12,86.7,50,30,direct,0,ebay,https://www.bonanza.com/users/33397719/credit_cards/new,
33402012,Southern_Squares,-2,minnow,7/10/18,7/10/18,0.56,8/13/18,34,US,FL,Port st lucie,FALSE,1,65.39,4.99,0,1,search_seller_targeted,6,ebay,http://www.google.com/,Other ways to sell besides ebay
33414202,speck102,548,whale,7/10/18,7/10/18,0.56,7/16/18,6,US,CA,Rancho Cordova,TRUE,26,2740.35,230.6,18263,26,organic,1,ebay,https://www.google.com/,
33457795,Kmfspb,0,minnow,7/13/18,7/13/18,0.55,,NaN,RU,,Saint Petersburg,FALSE,0,0,0,0,0,direct,6,ebay,https://www.google.ru/,
33459078,lookslikeahog,0,minnow,7/13/18,7/13/18,0.55,,NaN,US,FL,Tampa,FALSE,0,0,0,0,0,direct,6,ebay,Direct,sites like ebay
33468011,Baker_Classic_cars,0,minnow,7/13/18,7/13/18,0.55,,NaN,US,IN,Whiteland,FALSE,0,0,0,0,0,affiliate,-1,ebay,Direct,
33471745,wiskge,38,dolphin,7/13/18,7/13/18,0.55,9/19/18,68,US,TX,Amarillo,TRUE,3,306.86,54.54,1367,3,direct,0,ebay,Direct,google
33511594,Buy_Auto_Supply,11,minnow,7/15/18,7/15/18,0.55,7/19/18,4,US,AZ,Buckeye,TRUE,14,487.94,14.46,273,14,direct,6,ebay,Direct,other sites like ebay / amazon
33515853,ClassicCarMan,-10,minnow,7/16/18,7/16/18,0.54,,NaN,GB,,Sutton Bridge,TRUE,0,0,0,191,0,organic,6,ebay,https://www.google.co.uk/,Alternatives to Ebay
33550546,Westcover,35,minnow,7/17/18,7/17/18,0.54,7/25/18,8,US,NJ,Marlton,TRUE,11,755.4,48.34,56,11,organic,6,ebay,https://www.google.com/,Hubcaps
33561965,jbeach56,0,minnow,7/18/18,7/18/18,0.54,,NaN,US,SC,Barnwell,TRUE,0,0,0,35,0,direct,1,csv,Direct,Novatechwholesale
33582977,powersportsauthority,-34,whale,7/19/18,7/19/18,0.53,1/14/19,179,US,MO,West Plains,TRUE,9,770.56,69.36,754,9,organic,0,ebay,https://www.google.com/,
33585658,autospeedz,0,minnow,7/19/18,7/19/18,0.53,,NaN,US,PA,Upper Chichester,FALSE,0,0,0,0,0,organic,6,csv,https://www.google.com/,
33599537,custom_tank_covers,0,minnow,7/20/18,7/20/18,0.53,,NaN,US,MN,Cass Lake,FALSE,0,0,0,0,0,affiliate,6,ebay,https://www.salehoo.com/blog/sick-of-ebay-try-these-alternative-places-to-sell,on line auctions
33608511,bajaracing,62,minnow,7/20/18,7/20/18,0.53,7/25/18,5,US,AZ,Yuma,TRUE,8,1263.18,99.88,1228,8,organic,3,ebay,https://www.google.com/,amazon seller forums
33608644,gehover,12,minnow,7/20/18,7/20/18,0.53,12/27/18,160,US,FL,DORAL,TRUE,2,261.97,16.54,42,2,organic,0,amazon,https://www.google.co.ve/,
33634936,Gudsol_Store,29,minnow,7/22/18,7/22/18,0.53,10/10/18,80,ID,,Bandung,TRUE,1,350,31.5,68,1,organic,0,ebay,https://www.google.co.id/,person
33678564,statewidecycle,39,minnow,7/24/18,7/24/18,0.52,8/1/18,8,US,NJ,BLOOMINGDALE,TRUE,16,553.14,54.61,5467,16,google_text_ad,6,ebay,https://www.google.com/,eBay alternative
33701228,wallvinylconnection,0,minnow,7/25/18,7/25/18,0.52,,NaN,US,FL,MARGATE,TRUE,0,0,0,50,0,organic,6,etsy,https://www.google.com/,online store
33701460,Run_Everything,0,minnow,7/25/18,7/25/18,0.52,,NaN,US,FL,Winter Springs,TRUE,0,0,0,3789,0,organic,6,csv,https://www.google.com/,
33757626,OEMWheelCovers,8,minnow,7/28/18,7/30/18,0.5,12/16/18,139,US,WA,Renton,TRUE,5,329.75,24.47,73,5,email,-1,ebay,https://www.google.com/,
33770980,SilverFoxSpectrum,0,minnow,7/28/18,7/28/18,0.51,,NaN,CA,,ottawa,TRUE,0,0,0,0,0,organic,6,ebay,https://www.google.ca/,
33776103,pilotgearonline,54,minnow,7/29/18,7/29/18,0.51,8/5/18,7,US,NC,Bahama,TRUE,9,790.32,64.63,1624,9,shopping,6,ebay,https://www.google.com/,
33781743,resellery,277,whale,7/29/18,7/29/18,0.51,8/3/18,5,US,TX,Austin,TRUE,20,2426.16,258.44,1618,20,organic,0,ebay,https://www.google.com/,Weston Norton
33819713,MaiN45,58,sea_bass,7/31/18,8/5/18,0.49,9/13/18,39,VN,,Ha Noi,FALSE,25,735.8,108.36,0,25,direct,6,csv,Direct,
33835646,Hgvinyl,0,minnow,8/1/18,8/1/18,0.5,,NaN,GB,,Brynmawr,FALSE,0,0,0,0,0,organic,6,ebay,https://www.google.com/,
33843506,arg_eurousedparts,11,dolphin,8/1/18,8/1/18,0.5,8/14/18,13,US,FL,hollywood,FALSE,6,828.43,71.54,0,6,organic,6,ebay,https://www.google.com/,
33864642,Bassrr94,-1,minnow,8/2/18,8/2/18,0.5,8/11/18,9,US,CT,East Haddam,TRUE,3,159.27,23.62,163,3,google_text_ad,2,ebay,https://www.google.com/,
33890910,filtersdelivered,0,minnow,8/3/18,8/3/18,0.49,12/17/18,136,US,NC,Charlotte,TRUE,1,19.9,1.79,95,1,other,5,,https://connector.cedcommerce.com/bonanza/bonanza-install/index,cedcommerce
33906432,BBJAUTOPARTS,21,whale,8/4/18,8/4/18,0.49,8/19/18,15,US,TX,Lorena,FALSE,3,223.7,14.49,0,3,direct,0,ebay,Direct,
33924527,amesion,0,minnow,8/5/18,8/5/18,0.49,8/18/18,13,CN,,PUTIAN,FALSE,3,117.97,0,0,3,direct,-1,shopify,Direct,
33943692,savelo,0,minnow,8/6/18,8/6/18,0.48,,NaN,HR,,Zagreb,TRUE,0,0,0,0,0,organic,6,ebay,https://www.google.com/,
33955448,AllRoads,20,dolphin,8/6/18,8/6/18,0.48,11/29/18,115,US,CA,La Habra,TRUE,1,148.45,44.54,843,1,direct,4,ebay,Direct,
33986158,EMMtec,0,minnow,8/8/18,8/8/18,0.48,,NaN,GB,,WEM,TRUE,0,0,0,27,0,search_seller_targeted,-1,,Direct,
33988379,Unazom,0,minnow,8/8/18,8/8/18,0.48,,NaN,US,FL,Cutler Bay,FALSE,0,0,0,0,0,bing,6,ebay,https://www.bing.com/,ebay alts
34042544,Hubcapsyouneed,9,minnow,8/10/18,8/10/18,0.47,9/20/18,41,US,NJ,Cherry Hill,TRUE,8,338.46,17.05,44,8,direct,0,ebay,Direct,
34069546,ClearWaterGifts,0,minnow,8/12/18,8/12/18,0.47,9/11/18,30,US,FL,Kissimmee,TRUE,1,8.5,0.77,27,1,shopping,-1,ebay,https://www.google.com/,jmtradingusa
34096772,Beach_Bum,10,minnow,8/13/18,8/13/18,0.47,8/19/18,6,US,AR,Hot Springs,FALSE,1,79.99,10.4,0,1,other_search,6,ebay,https://duckduckgo.com/,alternatives to ebay
34116333,Mercedes_Parts_Hub,0,minnow,8/14/18,8/14/18,0.46,,NaN,US,FL,Daytona Beach,TRUE,0,0,0,42048,0,organic,2,ebay,https://www.google.com/,
34120076,ACCMI,126,dolphin,8/14/18,8/14/18,0.46,8/22/18,8,US,TX,Motor City,TRUE,4,1483.54,146.45,872,4,organic,2,ebay,https://www.google.com/,
34150680,indy88,-7,minnow,8/16/18,8/16/18,0.46,,NaN,US,IN,Cross Plains,TRUE,0,0,0,930,0,organic,6,ebay,Direct,site better than ebay
34157084,dealergraphicsdirect,0,minnow,8/16/18,8/16/18,0.46,,NaN,US,NY,Lake Katrine,TRUE,0,0,0,77,0,other,0,ebay,https://email03.godaddy.com/webmail.php,Kimberly Petersen
34162433,KMansParts,9,minnow,8/16/18,8/16/18,0.46,8/30/18,14,US,SC,Rock Hill,TRUE,5,229.35,14.95,629,5,organic,3,ebay,Direct,ebay
34171808,MOTORACING,-28,dolphin,8/17/18,8/17/18,0.45,,NaN,US,TX,Kingwood,TRUE,0,0,0,259,0,direct,6,ebay,Direct,
34178338,hooteronthescooter,11,dolphin,8/17/18,8/17/18,0.45,8/25/18,8,US,ID,Payette,FALSE,9,234.51,28.33,0,9,organic,6,ebay,https://www.google.com/,alternatives to selling on ebay
34206330,Off_road_parts,-1,minnow,8/19/18,8/19/18,0.45,,NaN,US,KS,Peck,TRUE,0,0,0,361,0,direct,6,ebay,Direct,my competitors
34208959,AASG_Signs,0,minnow,8/19/18,8/19/18,0.45,,NaN,US,PA,Wrightsville,FALSE,0,0,0,0,0,other,7,ebay,https://quickbooks.intuit.com/r/online-store-and-retail/10-sites-to-sell-your-products-online-whats-best-for-your-business/,
34215102,Transplus,0,minnow,8/19/18,8/19/18,0.45,,NaN,US,FL,PINELLAS PARK,TRUE,0,0,0,71,0,organic,5,ebay,https://www.google.com/,youtube.com
34223370,racingworks,13,minnow,8/20/18,8/20/18,0.45,8/23/18,3,US,FL,Tavares,TRUE,3,812.57,19.95,0,3,affiliate,6,ebay,Direct,
34229639,Denco_Distributing,0,minnow,8/20/18,8/20/18,0.45,,NaN,US,MI,Grand Rapids,TRUE,0,0,0,66,0,direct,6,ebay,Direct,Places to sell my companies items online.
34230321,Gator_Tranz,-11,minnow,8/20/18,8/20/18,0.45,,NaN,US,FL,Pinellas Park,TRUE,0,0,0,76,0,email,0,ebay,android-app://com.google.android.gm,Transplus
34237967,speedy_parts,0,minnow,8/21/18,8/21/18,0.44,,NaN,LT,,Vilnius,TRUE,0,0,0,0,0,email,-1,ebay,https://e.mail.ru/message/15348386270000000282/,
34255023,DavivaShop,22,minnow,8/22/18,8/22/18,0.44,10/24/18,63,LT,,Kaunas,TRUE,9,554.13,63.1,11324,9,affiliate,6,csv,Direct,was looking for online marketplaces
34299118,bareair2,0,minnow,8/24/18,8/24/18,0.44,,NaN,US,FL,Lakeland,TRUE,0,0,0,72,0,google_text_ad,6,ebay,https://www.google.com/,Alternative to eBay
34351356,Simon_Lee,-2,minnow,8/28/18,8/28/18,0.42,,NaN,CN,,Chengdu,TRUE,0,0,0,14,0,direct,-1,ebay,Direct,
34358834,ArtandSuz,0,minnow,8/28/18,8/28/18,0.42,11/2/18,66,US,AZ,Phoenix,FALSE,1,14.3,1.02,0,1,bing,2,ebay,https://www.bing.com/,clark.com
34359608,tenpower3,0,minnow,8/28/18,8/28/18,0.42,10/6/18,39,US,SD,Sioux Falls,TRUE,3,41.54,1.99,35,3,google_text_ad,0,etsy,https://www.google.com/,Rahul
34360987,amstarracingllc,140,minnow,8/28/18,8/28/18,0.42,8/28/18,0,US,UT,Circleville,TRUE,1,3.45,0.5,0,1,organic,6,,https://www.google.com/,
34367420,fairings,51,dolphin,8/28/18,8/28/18,0.42,9/3/18,6,CN,,Chongqing,TRUE,3,948.65,85.38,1997,3,shopping,,ebay,,
34381090,Bestgripsever,0,minnow,8/29/18,8/29/18,0.42,,NaN,US,NY,Niagara Falls,TRUE,0,0,0,43,0,direct,4,csv,Direct,
34427644,Water_Pump_Impeller,0,minnow,9/2/18,9/2/18,0.41,,NaN,US,FL,FORT LAUDERDALE,FALSE,0,0,0,0,0,google_text_ad,16,ebay,https://www.google.com/,
34441497,Auspichoice,1,minnow,9/3/18,9/3/18,0.41,1/27/19,146,US,MD,GERMANTOWN,TRUE,1,6.92,0.9,202,1,direct,4,ebay,Direct,
34478384,firewatermarine,2,minnow,9/5/18,9/5/18,0.4,11/18/18,74,US,KY,Evarts,TRUE,7,286.08,37.19,35,7,affiliate,,ebay,,
34500521,automotoworld,1108,dolphin,9/6/18,9/6/18,0.4,9/13/18,7,US,FL,Plantation,TRUE,29,8168.71,1100.22,0,29,shopping,8,csv,https://www.google.com/,
34507771,VIOGI,45,dolphin,9/6/18,9/6/18,0.4,9/24/18,18,US,CA,City of Industry,FALSE,6,803.67,62.5,0,6,organic,,ebay,,
34540707,Atlasoem,20,minnow,9/8/18,9/8/18,0.39,,NaN,US,NY,Grand Island,FALSE,0,0,0,0,0,organic,0,ebay,Direct,
34601747,Oversee_Marine,483,dolphin,9/11/18,9/11/18,0.39,9/21/18,10,CN,,Ping Xiang,TRUE,73,5504.18,614.14,1220,73,organic,,ebay,,
34607918,Protrim_1997_inc,0,minnow,9/12/18,9/12/18,0.38,10/7/18,25,US,AZ,CHANDLER,TRUE,1,42.46,1.4,2100,1,direct,4,amazon,Direct,
34644527,AUTO_DEPOT,295,whale,9/14/18,9/14/18,0.38,10/14/18,30,US,CA,Walnut,TRUE,2,135.55,4.74,4190,2,direct,4,ebay,Direct,
34652592,rejapanrknight,-21,dolphin,9/15/18,9/15/18,0.38,11/8/18,54,JP,,Oda,TRUE,4,809.41,34.87,720,4,other,7,ebay,https://ameblo.jp/,
34661675,otinsh,0,minnow,9/15/18,9/15/18,0.38,,NaN,LV,,Jurmala,FALSE,0,0,0,0,0,direct,,ebay,,
34707224,DTRChannel,30,minnow,9/18/18,9/18/18,0.37,10/24/18,36,US,OH,Lancaster,TRUE,1,259.97,33.8,33,1,affiliate,22,ebay,https://www.bonanza.com/users/personalize?first_time_login=true,
34709984,eazybargains2018,0,minnow,9/18/18,9/18/18,0.37,,NaN,US,FL,CLEARWATER,TRUE,0,0,0,240,0,organic,0,ebay,https://www.google.com/,
34716789,freshwaterboatparts,174,minnow,9/18/18,9/18/18,0.37,9/25/18,7,US,NY,hudson falls,TRUE,2,841.13,62.01,257,2,organic,,ebay,,
34728352,ClassicMuscle,-28,dolphin,9/19/18,9/19/18,0.36,12/24/18,96,US,CA,Moreno Valley,TRUE,2,518.94,0,1691,2,direct,4,ebay,Direct,
34732841,splashsales,0,minnow,9/19/18,9/19/18,0.36,,NaN,US,NY,Champlain,TRUE,0,0,0,483,0,organic,0,ebay,https://www.google.ca/,
34773988,Offroadparts,0,minnow,9/21/18,9/21/18,0.36,,NaN,US,KY,Paducah,FALSE,0,0,0,0,0,organic,0,ebay,Direct,
34794964,wolfsecurityhardware,329,dolphin,9/22/18,9/22/18,0.36,9/26/18,4,US,GA,Macon,TRUE,34,2830.74,311.37,429,34,organic,0,ebay,https://www.google.com/,
34826079,Thebeetrapper,0,minnow,9/24/18,9/24/18,0.35,,NaN,US,AL,Birmingham,FALSE,0,0,0,0,0,organic,0,ebay,https://www.google.com/,
34851554,OVERBOOST,-183,whale,9/25/18,9/25/18,0.35,10/11/18,16,US,NV,LAS VEGAS,TRUE,10,2696.39,77.22,24317,10,direct,,ebay,,
34862745,A_R_Holding,-1,minnow,9/26/18,9/26/18,0.35,12/7/18,72,LV,,Riga,TRUE,4,210.08,10.47,188,4,direct,4,ebay,https://www.google.lv/,
34864012,Fix_it_Man,-6,minnow,9/26/18,9/26/18,0.35,,NaN,US,OH,Continental,FALSE,0,0,0,0,0,search_seller_targeted,17,ebay,https://www.google.com/,
34945648,fingerprintcy,3,minnow,9/30/18,9/30/18,0.33,11/9/18,40,CY,,Limassol,TRUE,1,34.99,3.15,432,1,affiliate,22,ebay,Direct,
34952731,UgochiE1,0,minnow,9/30/18,10/26/18,0.26,,NaN,US,TX,Houston,TRUE,0,0,0,67,0,direct,,csv,,
