seller_id,user_name,profit_estimate,value_em,user_created,booth_created,days_as_user,first_sale,days_to_sale,country,state,city,committed,year_sales,year_amount,year_fvf,items_for_sale,sales,source_em,entry_source_em,inventory_source_em,entry_url,entry_query
27209413,tyresgator,614,whale,8/21/17,8/21/17,1.44,2/26/18,189,US,TX,Carrollton,TRUE,6,3940,224.95,415,6,organic,,ebay,,
27212266,leebunkin,-1,minnow,8/21/17,8/21/17,1.44,2/22/18,185,CN,,Foshan,TRUE,1,31.88,2.61,208,1,direct,,ebay,,
27293869,predator_helmet,86,minnow,8/25/17,8/25/17,1.43,12/18/17,115,TH,,mueang,TRUE,8,3562,255.87,78,10,organic,,ebay,,
27350805,midwestcyclepro,375,dolphin,8/28/17,8/28/17,1.42,9/2/17,5,US,MI,Trenton,TRUE,52,5827.76,492.53,1188,82,direct,,,,
27365596,UTVDISTRIBUTION,137,minnow,8/29/17,8/29/17,1.42,9/8/17,10,US,CA,SAN MARCOS,TRUE,18,2288.61,158.68,83,24,shopping,,ebay,,
27408231,junkboy64,3328,dolphin,8/31/17,10/27/17,1.26,11/12/17,16,US,UT,Payson,TRUE,368,20454.85,1650.39,100548,432,shopping,,ebay,,
27414350,Westbladegraphics,157,sea_bass,8/31/17,8/31/17,1.42,9/7/17,7,US,AR,Sahuarita,TRUE,49,694.71,31.06,404,104,google_text_ad,,ebay,,
27463317,boatparts1,-8,minnow,9/3/17,9/3/17,1.41,,NaN,US,NC,Wilmington,FALSE,0,0,0,0,0,shopping,,ebay,,
27472020,Ulikedecals,1,minnow,9/3/17,9/3/17,1.41,10/23/17,50,US,NJ,Middlesex,TRUE,25,267.47,22.51,0,30,direct,,ebay,,
27515811,Bike_Parts_Warehouse,403,dolphin,9/5/17,9/5/17,1.4,9/9/17,4,US,NY,Middle Island,TRUE,21,1091.54,90.93,3523,35,shopping,,ebay,,
27551945,goldwheel,169,dolphin,9/7/17,9/7/17,1.4,10/28/17,51,US,CA,Irwindale,FALSE,0,0,0,0,11,organic,,ebay,,
27574071,yaho1000,-47,minnow,9/8/17,9/8/17,1.39,10/8/17,30,CN,,Wu Hu,TRUE,5,113.9,10.24,971,15,direct,,ebay,,
27622174,INCreation_Company,0,minnow,9/11/17,9/11/17,1.39,9/27/17,16,US,VA,VA BCH,TRUE,12,314.18,24.15,584,16,organic,,ebay,,
27676991,ileatheruk,141,minnow,9/14/17,9/14/17,1.38,11/9/17,56,GB,,Sheffield,TRUE,9,1866.31,239.16,59,10,direct,,ebay,,
27760596,Transmission_Parts,1226,dolphin,9/18/17,9/18/17,1.37,11/5/17,48,US,OH,Circleville,TRUE,131,13361.91,1123.76,1407,151,shopping,,ebay,,
27818793,Lincolnpimp,1655,whale,9/20/17,9/22/17,1.36,10/2/17,10,US,IL,Crystal Lake,TRUE,55,7485.86,554,1607,98,organic,,ebay,,
27828144,GenoA1,0,dolphin,9/21/17,9/21/17,1.36,12/15/17,85,US,NJ,sicklerville,TRUE,2,6.74,1,968,4,affiliate,,,,
27870789,HPS_Shiftknobs,50,sea_bass,9/23/17,9/23/17,1.35,10/20/17,27,US,OR,Portland,FALSE,6,235,19.5,0,19,google_text_ad,,,,
27896483,f25,28,whale,9/24/17,9/24/17,1.35,11/15/17,52,US,DE,New Castle,TRUE,9,1261.86,62.54,90563,10,organic,,ebay,,
27924498,OEMRADIOS_com,2956,dolphin,9/26/17,9/26/17,1.35,10/5/17,9,US,MN,Sauk Centre,TRUE,225,25227.75,2048.63,185,283,direct,,ebay,,
27969448,rapidvinyl,119,minnow,9/28/17,9/28/17,1.34,9/30/17,2,US,IL,Morris,FALSE,0,0,0,0,1,google_text_ad,,,,
27974235,vtcustoms,5960,whale,9/28/17,9/28/17,1.34,10/1/17,3,US,NY,Speculator,TRUE,641,81904.09,6756.4,1883,852,organic,,amazon,,
28010950,ltdrvparts,290,minnow,9/30/17,9/30/17,1.33,,NaN,US,TN,Milan,FALSE,0,0,0,0,0,other_search,,,,
28087573,MarkB1570,-2,minnow,10/4/17,10/4/17,1.32,5/30/18,238,US,TN,Bristol,FALSE,1,12.99,1.17,0,1,organic,,,,
28090635,cruiserheads,146,sea_bass,10/4/17,10/4/17,1.32,10/4/17,0,US,FL,Hialeah Gardens,TRUE,46,2736.01,350.26,9223,61,google_text_ad,,,,
28138470,neosens33,-15,minnow,10/6/17,10/6/17,1.32,12/2/17,57,PK,,Sialkot,FALSE,4,733.58,37.5,0,5,google_text_ad,,ebay,,
28248134,PrecisionSpec,56,minnow,10/12/17,10/12/17,1.3,11/12/17,31,HK,,Tai Kok Tsui,TRUE,11,225.9,33.94,315,18,direct,,ebay,,
28249804,Fuelparts,138,minnow,10/12/17,10/12/17,1.3,11/20/17,39,US,WI,West Bend,FALSE,11,669.37,78.64,0,19,bing,,,,
28282233,shouieparts,43,dolphin,10/14/17,10/14/17,1.3,10/20/17,6,US,FL,Miami,TRUE,9,370.97,49.44,4766,10,organic,,amazon,,
28285880,Simple_Plus,0,minnow,10/14/17,10/14/17,1.3,,NaN,US,MD,Bel Air,FALSE,0,0,0,0,0,direct,,,,
28312784,Lantee,21,sea_bass,10/15/17,10/15/17,1.29,11/20/17,36,CN,,beijing,TRUE,29,470.61,41.48,127,42,direct,,amazon,,
28314164,Loveboys,106,minnow,10/16/17,10/16/17,1.29,6/13/18,240,CN,,guangzhou,TRUE,27,555.29,160.44,409,27,direct,,,,
28339857,ZOOM_ZOOM_PARTS,3750,dolphin,10/17/17,11/9/17,1.22,11/12/17,3,US,MI,LAPEER,TRUE,496,20280.61,3140.38,2342,573,google_text_ad,,ebay,,
28412405,RudyV14,0,minnow,10/21/17,10/21/17,1.28,,NaN,US,CA,San Diego,FALSE,0,0,0,0,0,other_search,,ebay,,
28415182,GLOBALEXQUISITETECH,0,minnow,10/21/17,10/21/17,1.28,,NaN,US,CA,San Juan Capistrano,FALSE,0,0,0,0,0,direct,,,,
28452089,VasilR,7,minnow,10/23/17,10/23/17,1.27,12/24/17,62,BG,,Sofia,TRUE,5,115.02,13.09,35,6,direct,,ebay,,
28539025,chalerm41,0,minnow,10/27/17,10/28/17,1.26,,NaN,TH,,Phra Nakhon Si Ayutthaya,FALSE,0,0,0,0,0,organic,,ebay,,
28573272,WARHL,637,dolphin,10/30/17,10/30/17,1.25,11/6/17,7,US,FL,FORT LAUDERDALE,FALSE,60,2159.65,107.89,0,103,google_text_ad,,ebay,,
28594309,Bonzuser_k_re_k_,-47,minnow,10/31/17,10/31/17,1.25,4/2/18,153,US,CA,Bell,FALSE,1,80.43,6.34,0,1,direct,,ebay,,
28607377,mobilis_design,51,minnow,11/1/17,11/1/17,1.25,1/9/18,69,UA,,Kiev,TRUE,6,799.44,20.74,0,7,organic,,ebay,,
28633467,gee21221,0,minnow,11/2/17,11/2/17,1.24,,NaN,US,GA,Marietta,FALSE,0,0,0,0,0,google_text_ad,,,,
28646204,InternationalAuto,0,dolphin,11/3/17,11/3/17,1.24,5/21/18,199,US,FL,Spring Hill,FALSE,1,38.65,1.35,0,1,organic,,,,
28648210,AutoEngineComponents,203,whale,11/3/17,11/3/17,1.24,12/29/17,56,US,FL,Medley,FALSE,0,0,0,0,1,direct,,,,
28657107,inflatable_boats,0,minnow,11/4/17,11/4/17,1.24,10/28/18,358,US,HI,Honolulu,TRUE,2,77.75,2.37,131,2,organic,,ebay,,
28728987,GeraldS317,29,minnow,11/7/17,11/7/17,1.23,3/4/18,117,US,TX,El Paso,TRUE,9,236.35,21.28,147,9,organic,,ebay,,
28731424,Woody_s_Custom_Shop,0,minnow,11/7/17,11/7/17,1.23,,NaN,US,CA,Costa Mesa,TRUE,0,0,0,304,0,direct,,ebay,,
28739509,bsapbooth1,1710,whale,11/8/17,11/8/17,1.23,11/14/17,6,US,IL,Danville,TRUE,75,12973.16,774.07,21454,92,google_text_ad,,ebay,,
28750320,street_graphics,15,minnow,11/8/17,11/8/17,1.23,12/12/17,34,US,NM,Albuquerque,FALSE,16,318.05,33.45,0,20,direct,-1,ebay,Direct,
28816857,slava1981,1933,whale,11/12/17,11/12/17,1.22,11/26/17,14,US,OR,Portland,TRUE,58,6606.79,756.8,5867,64,shopping,,ebay,,
28822588,manualsforsale,9,minnow,11/12/17,11/12/17,1.22,12/4/17,22,HU,,Szeged,TRUE,33,481,17.46,88,39,organic,,,,
28828717,Moderntastes,5,minnow,11/12/17,11/12/17,1.22,7/12/18,242,TH,,Rachathewi,TRUE,3,73.97,5.39,19,3,organic,,,,
28841875,ecdisnavigo,0,minnow,11/13/17,11/13/17,1.21,,NaN,RO,,Cta,TRUE,0,0,0,11,0,direct,,ebay,,
28870221,AlphegaZ,29,minnow,11/14/17,11/14/17,1.21,9/4/18,294,US,CA,Walnut,TRUE,2,443.98,32.04,29,2,google_text_ad,,ebay,,
28893004,wmcbikescorner,76,sea_bass,11/15/17,11/15/17,1.21,12/4/17,19,TH,,Bang Yai,TRUE,86,2647.77,156.59,1288,95,social,,ebay,,
28913617,mikeytspeedshop,44,minnow,11/17/17,11/17/17,1.2,12/18/17,31,US,PA,Hazleton,TRUE,9,860.61,56.93,108,10,shopping,,ebay,,
28960770,Tiredome,0,minnow,11/19/17,11/19/17,1.2,,NaN,US,NJ,Carteret,FALSE,0,0,0,0,0,direct,,,,
29030061,twin_brother_smotor,2,minnow,11/22/17,11/22/17,1.19,1/19/18,58,US,NJ,Rockaway,FALSE,0,0,0,0,2,other_search,,,,
29045892,rggraphix,0,minnow,11/23/17,11/23/17,1.19,1/13/18,51,US,PA,Farrell,TRUE,0,0,0,115,1,other,,ebay,,
29078070,JoltParts,47,dolphin,11/24/17,11/24/17,1.18,3/21/18,117,US,UT,Smithfield,TRUE,8,771.11,74.55,1886,8,organic,,ebay,,
29137451,joannjackowsk_1,47,minnow,11/27/17,11/27/17,1.18,4/11/18,135,US,NJ,Rahway,FALSE,1,225,29.25,0,1,google_text_ad,,ebay,,
29140933,injectorshop,36,minnow,11/27/17,11/27/17,1.18,1/1/18,35,US,WA,Snohomish,TRUE,35,486.26,43.98,256,38,shopping,,ebay,,
29211125,PartsPrincess,0,minnow,11/30/17,11/30/17,1.17,,NaN,US,CO,Gypsum,FALSE,0,0,0,0,0,direct,,,,
29242763,radcyclesllc,7,minnow,12/1/17,12/1/17,1.16,10/7/18,310,US,FL,Orange Park,TRUE,1,201.57,6.7,1049,1,direct,,ebay,,
29272953,nick_kaplan,0,minnow,12/2/17,12/2/17,1.16,,NaN,US,CO,Superior,FALSE,0,0,0,0,0,google_text_ad,,,,
29306134,Fisher_Automotive,84,minnow,12/4/17,12/4/17,1.16,2/18/18,76,US,IL,Humboldt,FALSE,2,91,6.4,0,2,direct,,,,
29334988,FloridaBoyLifts,0,minnow,12/5/17,12/5/17,1.15,,NaN,US,FL,Tallahassee,TRUE,0,0,0,99,0,shopping,,ebay,,
29339495,TLF_PP,342,dolphin,12/5/17,12/5/17,1.15,1/20/18,46,US,IL,Harrisburg,TRUE,5,733.05,111.31,8451,6,direct,,ebay,,
29355675,ICT,-2,minnow,12/6/17,12/6/17,1.15,5/1/18,146,US,TX,Coppell,FALSE,1,194.39,16.6,0,1,shopping,,,,
29494551,bonzuser_vyvnr,0,minnow,12/11/17,12/11/17,1.14,2/26/18,77,US,IN,Elkhart,FALSE,1,10.35,0.5,0,1,organic,,ebay,,
29507091,TOP_NOTCH_PARTS,2680,dolphin,12/12/17,12/12/17,1.13,2/1/18,51,US,MI,LAPEER,TRUE,131,12469.33,1714.05,1217,131,google_text_ad,,,,
29581931,AYP_Parts,-10,minnow,12/15/17,12/15/17,1.13,4/27/18,133,US,MO,warrenton,TRUE,6,497.48,0,0,6,organic,,ebay,,
29596491,SouvenirsB,10,minnow,12/15/17,2/20/18,0.94,5/15/18,84,ID,,Denpasar,FALSE,3,228.99,24.01,0,3,organic,,,,
29597714,SAMSONEUROPARTS,395,dolphin,12/15/17,12/15/17,1.13,12/22/17,7,US,CA,Orangevale,FALSE,16,1548.77,104.79,0,18,other,,ebay,,
29610180,GeorgeN222,5,minnow,12/16/17,12/16/17,1.12,7/10/18,206,US,GA,LaFayette,TRUE,3,91.9,6.18,113,3,organic,,ebay,,
29657143,FoxMetalFab,96,minnow,12/18/17,12/18/17,1.12,3/23/18,95,US,MO,Saint James,TRUE,36,1725.57,112.16,112,36,direct,,ebay,,
29670499,Click_Auto_Parts,-20,minnow,12/19/17,12/19/17,1.12,7/17/18,210,CA,,Laval,TRUE,3,138.87,25.18,23666,3,organic,,ebay,,
29696593,autlaw,19,minnow,12/20/17,12/20/17,1.11,12/26/17,6,US,MD,Rockville,TRUE,11,375.88,26.34,14,13,shopping,,ebay,,
29715097,allnanoeu,-11,minnow,12/21/17,12/21/17,1.11,4/28/18,128,LT,,Kaunas,TRUE,2,107.42,10.63,46,2,organic,,ebay,,
29716885,alpinejohn,24,minnow,12/21/17,12/21/17,1.11,1/12/18,22,US,WI,Hartland,FALSE,12,1810.12,119.92,0,19,other_search,,,,
29771706,AutoPartsStandard,11,minnow,12/24/17,12/24/17,1.1,1/16/18,23,IL,,Holon,TRUE,4,455.3,15.69,212,5,organic,,,,
29805427,Maxhelmets_usa,0,minnow,12/26/17,12/26/17,1.1,7/10/18,196,US,CA,los angeles,FALSE,2,205.97,7.21,0,2,organic,,amazon,,
29814053,Sumar_store,498,dolphin,12/27/17,12/27/17,1.09,12/31/17,4,ID,,Bandung,TRUE,29,10660,556.83,138,31,organic,,,,
29843351,COMPRESSORSOFHIDALGO,113,minnow,12/28/17,12/28/17,1.09,4/9/18,102,US,TX,HIDALGO,TRUE,6,786.78,30.24,0,6,organic,,ebay,,
29845484,mwb48329,25,minnow,12/28/17,12/28/17,1.09,4/3/18,96,US,MI,Waterford Township,TRUE,30,470.32,62.28,341,30,organic,,ebay,,
29872176,offenbacker828,41,minnow,12/30/17,12/30/17,1.08,3/22/18,82,US,NC,morganton,TRUE,13,821.63,60.05,272,13,bing,,ebay,,
29894856,DansOEMParts,3,minnow,12/31/17,12/31/17,1.08,1/9/19,374,US,TX,Anna,TRUE,1,164.99,5.77,854,1,shopping,,ebay,,
29942027,RESalvage,20,minnow,1/3/18,1/3/18,1.07,,NaN,GB,,Cardiff,FALSE,0,0,0,0,0,affiliate,,ebay,,
29948113,ChicagoPowertrain,107,sea_bass,1/3/18,1/3/18,1.07,4/24/18,111,US,IL,New Lenox,FALSE,28,1940.55,142.67,0,28,organic,,,,
29950663,bonzuser_wdydx,21,minnow,1/3/18,1/3/18,1.07,2/5/18,33,US,NY,Solvay,FALSE,8,334.19,29.64,0,8,email,,ebay,,
29953860,CrystalAccents,0,minnow,1/3/18,1/29/18,1,,NaN,US,FL,Oviedo,TRUE,0,0,0,0,0,direct,,ebay,,
29958555,esaler1,0,minnow,1/3/18,1/3/18,1.07,,NaN,US,TN,La Vergne,FALSE,0,0,0,0,0,affiliate,,ebay,,
29970248,SPORTSSTYLING,0,minnow,1/4/18,1/4/18,1.07,,NaN,GB,,SWINDON,FALSE,0,0,0,0,0,organic,,amazon,,
29987336,gurujiworldwide,-11,minnow,1/5/18,1/5/18,1.07,5/14/18,129,IN,,Delhi,FALSE,3,213.7,21.84,0,3,direct,,,,
29987558,One_Source_RV,478,dolphin,1/5/18,1/5/18,1.07,1/17/18,12,US,FL,Plant City,TRUE,302,8386.53,749.44,4470,303,organic,,csv,,
30012435,allendrix,-65,minnow,1/6/18,1/6/18,1.07,7/24/18,199,US,FL,Wesley Chapel,TRUE,5,827.58,11.36,230,5,google_text_ad,,ebay,,
30018495,cooldudeshop,143,minnow,1/6/18,1/6/18,1.07,6/7/18,152,VN,,Ho Chi Minh City,TRUE,26,3664.74,403.7,39,26,organic,,shopify,,
30027981,bonzuser_miracle,120,minnow,1/7/18,1/7/18,1.06,,NaN,RU,,astrakhan,FALSE,0,0,0,0,0,shopping,,,,
30039896,naokitrade2,284,minnow,1/8/18,1/10/18,1.05,5/3/18,113,CN,,Jiangmen,TRUE,6,4199,326.68,123,6,direct,,,,
30045549,BHWINC,9,minnow,1/8/18,1/8/18,1.06,2/12/18,35,US,PA,Etters,FALSE,13,173.99,14.74,0,13,google_text_ad,,ebay,,
30062178,XpressPrints,-4,minnow,1/9/18,1/9/18,1.06,,NaN,GB,,newry,TRUE,0,0,0,565,0,organic,,ebay,,
30080465,zone_tech_auto,323,sea_bass,1/10/18,1/10/18,1.05,2/6/18,27,US,NJ,PATERSON,TRUE,70,1245.15,111.43,718,70,direct,,ebay,,
30094000,BestChoice4World,0,minnow,1/11/18,1/11/18,1.05,5/3/18,112,LT,,Marijampole,TRUE,1,24,2.16,0,1,affiliate,,,,
30147367,Elite_Vinyls,0,minnow,1/14/18,1/14/18,1.04,,NaN,US,IL,Dupo,FALSE,0,0,0,0,0,direct,,,,
30148347,iechicksrock,-30,minnow,1/14/18,1/14/18,1.04,2/6/18,23,US,CA,Perris,TRUE,1,39.6,1.04,35,1,direct,,ebay,,
30148606,rd94404,0,minnow,1/14/18,1/14/18,1.04,,NaN,US,CA,San Mateo,FALSE,0,0,0,0,0,affiliate,,ebay,,
30230515,gorillamotors,112,sea_bass,1/19/18,1/19/18,1.03,1/29/18,10,US,FL,West Palm Beach,TRUE,55,2081.34,177.81,369,56,organic,,ebay,,
30246613,Metro24wholesale,835,minnow,1/20/18,1/20/18,1.03,2/16/18,27,US,TX,forney,FALSE,29,1337.28,332.8,0,29,direct,,amazon,,
30251393,ECHO_CHEN,58,minnow,1/20/18,1/20/18,1.03,3/13/18,52,CN,,SHEN ZHEN,TRUE,18,631.39,103.31,1362,18,other,,ebay,,
30303878,manualcentral,19,minnow,1/24/18,1/24/18,1.02,1/31/18,7,GB,,birmingham,TRUE,6,443.43,23.98,424,6,organic,,ebay,,
30317548,hollowpointgear,0,minnow,1/24/18,1/24/18,1.02,5/29/18,125,US,NY,Levittown,FALSE,1,17.6,1.35,0,1,other,,,,
30330112,EuroImpexAuto,-2,minnow,1/25/18,1/25/18,1.01,4/13/18,78,LT,,Vilnius,FALSE,3,128.07,2.39,0,3,organic,,,,
30372364,tdbautomotive,643,minnow,1/28/18,1/28/18,1.01,2/24/18,27,HU,,Kecskemét,TRUE,9,1073.58,105.22,1093,9,organic,,ebay,,
30374423,Socalautoparts_ie,3309,whale,1/28/18,1/28/18,1.01,2/1/18,4,US,CA,Corona,TRUE,258,20152.3,2078.75,2037,258,google_text_ad,,ebay,,
30386717,QTPGBP,526,dolphin,1/29/18,1/29/18,1,2/10/18,12,CA,,Chase,TRUE,97,7459.85,1394.41,18311,97,google_text_ad,,,,
30392504,SplL,1,minnow,1/29/18,1/29/18,1,2/4/18,6,US,NV,Sparks,FALSE,2,40.53,3.2,0,2,direct,,,,
30408300,Yuyui,0,minnow,1/30/18,1/30/18,1,,NaN,US,FL,Groveland,FALSE,0,0,0,0,0,direct,,,,
30419809,universeauto,321,minnow,1/31/18,1/31/18,1,1/4/19,338,US,TX,Brownsville,TRUE,2,144.99,8.95,14,2,other_search,,ebay,,
30425459,MW_deals,0,minnow,1/31/18,1/31/18,1,,NaN,LV,,Alūksne,FALSE,0,0,0,0,0,affiliate,,ebay,,
30450961,shop_euroimpex_lt,293,minnow,2/2/18,2/2/18,0.99,2/20/18,18,LT,,Utena,TRUE,4,188.21,12.58,75100,4,organic,,ebay,,
30452637,DeliriousDecalz,1,minnow,2/2/18,2/2/18,0.99,3/14/18,40,US,TN,Murfreesboro,FALSE,11,274.68,16.49,0,11,google_text_ad,,,,
30521430,Sourik,-6,minnow,2/6/18,2/6/18,0.98,2/25/18,19,US,CA,Burbank,TRUE,4,33.14,2.98,709,4,organic,,ebay,,
30522514,Car_Plate_Frames,29,minnow,2/6/18,2/6/18,0.98,4/29/18,82,US,NY,Broadalbin,TRUE,8,242.21,27.1,2132,8,shopping,,ebay,,
30541022,MotoMummy,0,minnow,2/7/18,2/7/18,0.98,,NaN,US,TX,round rock,FALSE,0,0,0,0,0,direct,,,,
30552518,Pirkdrambly,0,minnow,2/8/18,2/8/18,0.98,,NaN,US,NJ,Summit,TRUE,0,0,0,108,0,direct,,ebay,,
30631360,RaceDrivenOnly,1461,whale,2/13/18,2/13/18,0.96,3/8/18,23,US,FL,Lantana,TRUE,53,39137.66,1778.17,50,53,organic,,ebay,,
30636775,Ultraimports,24,minnow,2/13/18,2/13/18,0.96,2/17/18,4,US,CA,Riverside,TRUE,10,338.04,30.42,578,10,organic,,ebay,,
30682645,GoldStandardStickers,23,sea_bass,2/16/18,2/16/18,0.95,3/16/18,28,US,NM,Ruidoso,TRUE,37,593.39,50.39,0,37,shopping,,ebay,,
30683071,Youronlinemiddleman,-1,minnow,2/16/18,2/16/18,0.95,3/9/18,21,US,MN,PRIOR LAKE MN,FALSE,2,63.08,3.88,0,2,shopping,,,,
30716728,Teflon_bonefolder,-2,minnow,2/18/18,2/18/18,0.95,10/9/18,233,US,FL,Hollywood,TRUE,2,72.34,6.24,130,2,shopping,,ebay,,
30729202,ThingsAndJunk,0,minnow,2/19/18,2/19/18,0.95,,NaN,US,IL,Rock Island,FALSE,0,0,0,0,0,organic,,ebay,,
30731164,Blingstars,-18,minnow,2/19/18,2/19/18,0.95,10/3/18,226,US,CA,Garden Grove,TRUE,1,3.75,0.5,187,1,shopping,,ebay,,
30760789,autoparts4u,44,sea_bass,2/21/18,2/21/18,0.94,3/4/18,11,LT,,Klaipeda,TRUE,47,717.22,62.48,78,47,organic,,,,
30771821,Supreme_Suspensions,4231,whale,2/21/18,2/21/18,0.94,3/12/18,19,US,CA,La Mirada,TRUE,172,31956.97,3223.95,1246,172,organic,,,,
30771972,Heavy_Metal,1652,dolphin,2/21/18,2/28/18,0.92,3/17/18,17,US,CA,Upland,TRUE,112,11368.59,2376.18,977,112,organic,,,,
30784815,transportdiesel,148,dolphin,2/22/18,2/22/18,0.94,5/13/18,80,US,UT,Logan,TRUE,28,5552.99,387.2,1870,28,search_seller_targeted,,ebay,,
30830897,Gcmarinesalvage,0,minnow,2/25/18,2/25/18,0.93,4/27/18,61,US,NY,East Northport,TRUE,3,107.06,4.45,273,3,direct,0,ebay,Direct,
30863883,Motorbike_Gears,-10,minnow,2/27/18,2/27/18,0.92,12/5/18,281,GB,,manchester,TRUE,1,210.47,38.09,196,1,other_search,,,,
30870975,justboltons,362,whale,2/27/18,2/27/18,0.92,3/14/18,15,US,NJ,Parlin,TRUE,16,7584.94,463.33,6663,16,organic,,ebay,,
30887858,Rt_21,8,sea_bass,2/28/18,2/28/18,0.92,3/5/18,5,US,NY,Hermon,TRUE,70,2643.97,190.44,256,70,other,,,,
30903200,Autopaintpro,49,dolphin,3/1/18,3/1/18,0.92,7/17/18,138,US,NY,Bronx,TRUE,8,1003.5,78.76,261,8,google_text_ad,,ebay,,
30922324,AJ_Elec,1247,dolphin,3/2/18,3/2/18,0.92,4/2/18,31,US,NC,Franklin,TRUE,42,7288.93,647.35,926,42,search_seller_targeted,,ebay,,
30943345,AutoLights4Less,70,dolphin,3/3/18,4/23/18,0.77,7/31/18,99,US,MI,St. Joseph,TRUE,10,1366.84,86.58,1178,10,email,,ebay,,
30964456,PPO,-2,minnow,3/4/18,3/4/18,0.91,6/6/18,94,AU,,Doncaster East,TRUE,2,105.23,3.71,88,2,organic,,ebay,,
30996711,Dr_Door_Lock,25,minnow,3/6/18,3/6/18,0.9,7/30/18,146,US,CA,Seal Beach,TRUE,6,594.11,25.84,10,6,organic,,,,
31000283,CJautoparts,55,dolphin,3/6/18,3/6/18,0.9,3/18/18,12,US,NJ,Kenilworth,TRUE,12,1005.16,75.59,2245,12,google_text_ad,,ebay,,
31020581,Goldfarbinc,358,dolphin,3/7/18,3/7/18,0.9,4/7/18,31,US,MD,Rockville,TRUE,26,9679.35,647.45,2490,26,direct,,ebay,,
31042678,Ac_Discounters,12,minnow,3/8/18,3/8/18,0.9,3/11/18,3,US,NV,Sparks,TRUE,3,533.89,64.58,1035,3,direct,,amazon,,
31109829,Zpartsoutlet,24,minnow,3/12/18,3/12/18,0.89,4/3/18,22,US,CA,Antelope,FALSE,11,599.81,42.13,0,11,organic,,ebay,,
31121902,Black_Path,640,dolphin,3/13/18,3/13/18,0.88,3/23/18,10,US,CA,La Habra,TRUE,57,4405.58,1065.68,951,57,organic,,,,
31128022,am_autopartsfl,11,minnow,3/13/18,3/13/18,0.88,3/18/18,5,US,FL,BOCA RATON,FALSE,1,89.8,8.08,0,1,direct,,,,
31148232,mirrortouch,12,minnow,3/14/18,3/14/18,0.88,6/16/18,94,IN,,Mumbai,TRUE,1,97.44,12.67,10,1,direct,,csv,,
31152616,airspeedcarparts,131,minnow,3/15/18,3/15/18,0.88,4/30/18,46,LT,,Kuliai,TRUE,24,1985.95,233.58,192,24,direct,,ebay,,
31165296,Mitti,151,minnow,3/15/18,3/15/18,0.88,7/23/18,130,US,FL,HIALEAH,FALSE,2,44.15,3.03,0,2,organic,,ebay,,
31178100,Atlasautoparts,73,minnow,3/16/18,3/16/18,0.88,5/31/18,76,US,NY,Buffalo,FALSE,3,250.07,16.27,0,3,organic,,ebay,,
31197630,tpe_auto,13,dolphin,3/17/18,3/17/18,0.87,5/20/18,64,US,FL,Orlando,TRUE,3,177.09,15.3,182,3,direct,,ebay,,
31214656,newandbest,0,minnow,3/18/18,3/18/18,0.87,,NaN,US,NJ,Maywood,FALSE,0,0,0,0,0,direct,,,,
31255322,Schmiedmann,0,minnow,3/21/18,3/21/18,0.86,,NaN,DK,,Odense,TRUE,0,0,0,117,0,direct,,ebay,,
31262973,autoexpress,3893,whale,3/21/18,3/21/18,0.86,4/24/18,34,US,MI,Lapeer,TRUE,570,37551.91,3112.77,8042,570,organic,,amazon,,
31272019,TriplePointPrinting,0,minnow,3/21/18,3/21/18,0.86,,NaN,US,TN,Baxter,FALSE,0,0,0,0,0,organic,,csv,,
31300806,Hellbend,20,minnow,3/23/18,3/23/18,0.86,8/1/18,131,US,CA,Upland,TRUE,5,144.36,23.93,114,5,organic,,,,
31356718,Spring_Force,-8,dolphin,3/26/18,3/26/18,0.85,,NaN,US,CA,Riverside,TRUE,0,0,0,402,0,organic,-1,,Direct,google
31358189,superOBDX,-9,minnow,3/26/18,3/26/18,0.85,,NaN,US,MD,Laurel,FALSE,0,0,0,0,0,google_text_ad,,ebay,,
31396715,RomeoM9,0,minnow,3/28/18,3/28/18,0.84,,NaN,US,IN,Princeton,TRUE,0,0,0,0,0,direct,,,,
31413717,Rox_Suspensions,153,dolphin,3/29/18,3/29/18,0.84,6/6/18,69,US,CA,Grand Terrace,TRUE,10,866.16,233.43,673,10,organic,,,,
31428488,FluidMarine,22,minnow,3/30/18,3/30/18,0.84,4/15/18,16,US,FL,Cocoa Beach,FALSE,11,352.15,23.92,0,11,organic,,ebay,,
31429876,notzam,0,minnow,3/30/18,4/10/18,0.81,,NaN,US,LA,pearl river,FALSE,0,0,0,0,0,direct,,,,
31504495,bonzuser_rjxjp,14,minnow,4/4/18,4/4/18,0.82,4/14/18,10,US,TX,Conroe,FALSE,6,521.06,39.34,0,6,organic,,ebay,,
31511586,fordtruckparts,-27,minnow,4/4/18,4/4/18,0.82,10/19/18,198,US,OH,DILLONVALE,FALSE,2,435.66,38.31,0,2,organic,,ebay,,
31514907,Billystiredironnc,-153,sea_bass,4/4/18,4/4/18,0.82,4/28/18,24,US,NC,Four Oaks,FALSE,34,891.1,77.85,0,34,google_text_ad,,ebay,,
31543748,Valve_Body_Kings,2845,whale,4/6/18,4/6/18,0.82,4/19/18,13,US,FL,sarasota,FALSE,113,32709.13,2053.61,0,113,organic,,ebay,,
31545032,JasonS1751,0,minnow,4/6/18,4/6/18,0.82,,NaN,US,MI,North Branch,FALSE,0,0,0,0,0,direct,,,,
